,file,source company,authors,company symbols,company names,trade call,target price,possible sources,,
265,Equirus_Securities_PGHH_Update_Note_15.03.2016.pdf,['equirus'],[None],"['GSKCONS', 'STRTECH', 'PGHH', 'NESTLEIND', 'PG IN']",['Finolex Cables Ltd.'],Sell,3,['equirus'],,
266,Summary.pdf,['Others'],['Ramesh Paluri'],"['RBL', 'ICICI', 'PVR', 'IRB', 'DMART', 'ITC', 'MOIL', 'NBCC', 'SRF', 'DRL', 'HDFC', 'CYIENT', 'TCI']",['Mphasis Ltd.'],,,[],,
267,"[Kotak] Havells India (Rs260,ADD)-eRrgrp- Sylvania disappoints.pdf",['kotak'],"['jasdeep.w', 'mohan.l', 'kotak.research']",['CDSL'],[],Buy,263,"['kotak', 'Kotak Institutional Equities']",,
268,INFOE-20141119-MOSL-CU-PG006.pdf,['motilaloswal'],"['reports', 'kadambari.balachandran', 'Ashish.Chopra', 'Email:anosh.Koppikar', 'Siddharth.Vora']",['INFOE IN'],[],,,"['MotilalOswal', 'motilaloswal', 'Company']",,
269,Ashiana Housing - Concall -  Feb2010.pdf,['Others'],['Gaurav Sud'],[],[],Buy,5,[],,
270,Defence.pdf,['kpmg'],"['nitinatroley', 'adubey']",[],[],,,"['kpmg', '2016; industry discussions']",,
271,mss2.pdf,['Others'],['(anonymous)'],[],[],Buy,100,[],,
272,"[Kotak] Marico, May 3, 2018.pdf",['kotak'],"['aniket.sethi', 'kotak.research', 'rohit.chordia', 'jaykumar.doshi']",[],[],Buy,20198,"['kotak', 'Kotak Institutional Equities']",,
273,banking_profitability.pdf,['in'],"['anoop.kachhara', 'shyam.pattabiraman', 'hari.rajagopalachari', 'akhila.rajan']",['BDL'],[],,,['in'],,
274,India Strategy - Non-linear winners.pdf,['sparkcapital'],"['vishnu', 'ganeshram']","['PTC', 'LT']",[],Buy,3,"['sparkcapital', 'Spark Capital Research']",,
275,coal india kotak may2017.pdf,['kotak'],"['kotak.research', 'murtuza.arsiwalla']",['MCL'],[],Buy,2017,"['kotak', 'Kotak Institutional Equities']",,
276,Avendus- Housing Financials Concerns on competition are overdone.pdf,['avendus'],['jaynee.shah'],"['ICICI', 'LICHF IN', 'HDFC IN', 'HDFC']",[],Buy,332,"['avendus', 'Avendus Research']",,
277,mayur2.pdf,['firstcallindiaequity'],['info'],['ACC'],[],,,"['firstcallindiaequity', 'firstcallindia']",,
278,DepositBasedMem.pdf,['Others'],['MAXXCREATIVE1'],['TOTAL'],[],,,[],,
279,Enam_Q3_FY11.pdf,['enam'],"['nitin.idnani', 'chirag.negandhi', 'kunal.lakhan']",['HDIL'],[],Sell,150,"['enam', 'Company']",,
280,KPIT-20170427-MOSL-RU-PG012.pdf,['motilaloswal'],['Varun.kumar'],['KPIT IN'],[],Buy,14,"['motilaloswal', 'MOSL']",,
281,CRISIL-Research_ier-report-infinite-2014.pdf,['crisil'],['dinakarann'],"['INFINITE', 'CRISIL', 'M&M']",[],Buy,5,"['crisil', 'CRISIL Research']",,
282,Indsec- The Byke Hospitality Ltd -errclub- Q3FY17-Conference and Result Update.pdf,['indsec'],[''],"['ACC', 'BYKE']",[],,,"['indsec', 'Indsec Research']",,
283,India-Maize-2014_v2.pdf,['ncdex'],"['rajatwahi', 'askus']",['GLOBAL'],[],,2014,"['ncdex', 'kpmg', 'USDA']",,
284,g32n06a.pdf,['Others'],['NA'],[],[],,,[],,
285,Tiles Sectors Thematic Note.pdf,[' 21x'],"['775 ', '680 ']","['CERA', 'HSIL', 'ASTRAL', 'GAIL', 'TOTAL']",[],Sell,6,"[' 21x', ' 32x', 'Spark Capital']",,
286,Award2007_Winners.pdf,['Others'],['NA'],"['ITC', 'ITI', 'KCP']","['Reliance Industries Ltd.', 'Ruchi Soya Industries Ltd.', 'Kennametal India Ltd.', 'IOL Chemicals & Pharmaceuticals Ltd.']",,,[],,
287,collateral_management.pdf,['sgs'],['christian_joerg'],[],[],,,['sgs'],,
288,TITAN - Inside India's Most Successful Consumer Brand.pdf,['sparkcapital'],"['santoshkumar', 'tejash', 'madhav']","['TTAN IN', 'MADHAV', 'TITAN', 'TI']",[],,,['sparkcapital'],,
289,Alchemy_Class_J_September2012.pdf,['Others'],['NA'],['ICICI'],[],,,[],,
290,Manappuram General Finance  - Conference Call Transcript 21st-Jan-10-EDEL.pdf,['Others'],['Bhaskar'],[],[],,,[],,
291,Ambit.pdf,['ambit'],[None],"['ABFRL', 'GAIL IN', 'ITC', 'GRV IN', 'BHEL', 'NTPC', 'KKC IN', 'DBCL IN', 'PVR', 'IOC', 'TCS', 'HDFC', 'JUST IN', 'RBL', 'ARTO IN', 'ICICI', 'SI IN', 'M&M', 'GAIL', 'IGL', 'NBCC', 'SRF', 'NBCC IN', 'ACC', 'NTPC IN', 'MGL', 'BEL', 'INFOE IN', 'HPCL IN', 'BHE IN', 'PI IN', 'BPCL', 'CIFC IN', 'BSI', 'TPW IN']",['Punjab National Bank'],Buy,205,"['carepms', 'ambit', 'Ambit Capital research']",,
292,CLSA - Greed & Fear (Jokowi update) - 21082014.pdf,['clsa'],['christopher.wood'],['SRF'],[],,,"['clsa', 'CEIC Data']",,
293,Atul-Tgt714.pdf,['Others'],['vivekgujarati'],[],[],Buy,715,[],,
294,"BP Equities- National Buildings Construction Corporation Ltd NBCC- Short note_11th April, 2014.pdf",['Others'],['Administrator'],"['NBCC', 'NBCC IN']",[],,,[],,
295,mt2.6p7.pdf,['Others'],['NA'],[],[],,,[],,
296,160125_Huchems_Final (2).pdf,['yuantakorea'],['kyuwon.hwang'],"['LT', 'TCI']",[],Sell,20,"['yuantakorea', 'Yuanta Securities']",,
297,Cholamandalam Investment Q1FY16 Result Update.pdf,['edelweiss'],"['Sandeep.bhandari', 'Raj.gala']",[],[],Buy,29,"['edelweissfin', 'edelweiss']",,
298,FEMANotif_form.pdf,['rbi'],"['email:surveyfla', 'Others']",[],[],,,"['', 'rbi']",,
299,Consolidated Financials Results_Q3FY17.pdf,['Others'],['Arun_007'],[],[],,,[],,
300,VRL Logistics 2QFY19 result update - 181105.pdf,['antiquelimited'],"['nishant.shah', 'prateek.kumar']",['VRLL IN'],[],Buy,1200,"['antiquelimited', 'Antique']",,
301,CEMENT_-_SECTOR_UPDATE-JUL-16-EDEL1.pdf,['edelweissfin'],"['sharif.hadimani', 'manish.saxena', 'manoj.bahety']",['ACC'],[],,,"['edelweissfin', 'Edelweiss research']",,
302,MEDIA_-_SECTOR_UPDATE-FEB-16-EDEL.pdf,['edelweissfin'],"['abneesh.roy', 'rajiv.berlia', 'nirav.sheth']",['MEGH'],[],,,"['edelweissfin', 'Edelweiss research']",,
303,Conviction Ideas  NDTV.pdf,['capstocksindia'],['research'],['NDTV'],[],Buy,260,['capstocksindia'],,
304,MindTree_Update_Jun17.pdf,['icicisecurities'],"['bhrugesh.parsawala', 'kuldeep.koul']",['ICICI'],[],Buy,550,"['icicisecurities', 'I-Sec research']",,
305,"Mergers_and_Acquisitions_Basics_-_The_Key_Steps_of_Acquisitions,_Divestitures,_and_Investments.pdf",['2002'],['NA'],"['INTEGRA', 'MIC', 'STAN']",[],Sell,287,['2002'],,
306,AGROTECH+-+PC.pdf,['phillipcapital'],"['nkulkarni', 'efernandes']","['AUSTRAL', 'ATFL', 'ATFL IN', 'CHI']",['Agro Tech Foods Ltd.'],Buy,244,"['phillipcapital', 'PhillipCapital India Research Estimates']",,
307,EDEL- Top Picks – Must Stocks in the portfolio.pdf,['Edelweissfa'],['compliance'],"['ICICI', 'GRUH', 'IDFC', 'LT', 'ITC', 'HDFC']",[],Sell,2013,['Edelweissfa'],,
308,Charter_International.pdf,['ESAB estimates and forecasts'],['belinda'],['TI'],[],Sell,2015,['ESAB estimates and forecasts'],,
309,IDirect_Banking_SectorReport_Mar15.pdf,['icicisecurities'],"['research', 'vishal.narnolia', 'vasant.lohiya', 'kajal.gandhi', 'pankaj.pandey']","['PTC', 'IDBI', 'ICICI', 'PNB', 'IDFC', 'PSB', 'HDFC']","['Andhra Bank', 'United Bank of India', 'Corporation Bank', 'Syndicate Bank', 'Allahabad Bank', 'Punjab National Bank', 'Canara Bank', 'UCO Bank', 'Indian Bank']",Buy,950,"['icicidirect', 'icicisecurities', 'ICICIdirect.com Research']",,
310,JMN%20Credit%20analyst.pdf,['jmnirl'],['careers'],[],[],,,['jmnirl'],,
311,DWSN_AR07.pdf,['dawson3d'],['info'],[],[],Sell,159,['dawson3d'],,
312,ECO-USD-20180618-MOSL-ES-PG006.pdf,['motilaloswal'],"['Nikhil.Gupta', 'Rahul.Agrawal']",[],[],,,"['MotilalOswal', 'motilaloswal', 'FRED']",,
313,CRG-20140903-MOSL-CU-PG014.pdf,['motilaloswal'],"['reports', 'kadambari.balachandran', 'Nirav.Vasa', 'Amit.Shah', 'Email:anosh.Koppikar', 'AgarwalS']",['CROMPTON'],[],Buy,271,"['MotilalOswal', 'motilaloswal', 'Company']",,
314,data_7.pdf,['Others'],['Nick'],[],[],,,[],,
315,Time+Technoplast+Ltd_IER_QuarterlyUpdate.pdf,['crisil'],"['bsbukrediwala', 'clientservicing', 'kmotwani']","['TIMETECHNO', 'CRISIL', 'TI']",[],,,"['crisil', 'CRISIL Research estimate']",,
316,Exide_2QFY16 Results Review.pdf,['sparkcapital'],"['rseshan', 'mukesh']",['EXID IN'],[],Sell,3,"['sparkcapital', 'Spark Capital Research']",,
317,Ascension-Industries-Modular-Design.pdf,['asmfab'],['sales'],[],[],,,['asmfab'],,
318,HINDALCO_INDUSTRIES_-_COMPANY_UPDATE-JUN-16-EDEL.pdf,['edelweissfin'],"['amita.dixit', 'nirav.sheth']","['NMDC', 'HINDALCO']",[],Buy,120,['edelweissfin'],,
319,Digital Consumers.pdf,['bcg'],[None],['BCG'],[],Buy,42,"['bcg', 'BCG Emerging Market digital survey 2018; BCG Center for Customer Insight surveys (2017–2018); BCG analysis.']",,
320,ITC-20170127-MOSL-RU-PG010.pdf,['motilaloswal'],['Varun.kumar'],"['ITC', 'ITC IN']",[],Buy,295,"['motilaloswal', 'MOSL']",,
321,economy - india - 261114 - nomura.pdf,['nomura'],"['aman.mohunta', 'sonal.varma']","['ONGC', 'NMDC', 'PFC', 'NH', 'MMTC', 'NHPC', 'BHEL', 'SAIL']",[],Sell,53,"['nomura', 'CEIC and Nomura Global Economics.']",,
322,GC14-4907_2.pdf,['World Bank.'],['mratnatunga'],[],[],,,['World Bank.'],,
323,Family Office Network by Mark Drucker.pdf,['mailblocks'],['JoelBruckenstein'],[],[],Buy,99,['mailblocks'],,
324,Ambit_Alpha This Week_04Dec2017.pdf,['ambit'],"['prashant.mittal', 'research']",[],[],Buy,10100,"['ambit', 'sageoneinvestments', 'Metastock']",,
325,Majesco_-_2QFY18_-_HDFC_sec.pdf,['hdfcsec'],"['apurva.prasad', 'amit.chandra']","['TOTAL', 'LT', 'HDFC', 'MJCO IN', 'MAJESCO']",[],Sell,680,"['hdfcsec', 'HDFC sec Inst Research']",,
326,funding-strategies.pdf,['vsnl'],['Sunil Terkar'],"['IDBI', 'ICICI', 'SOUNDCRAFT', 'IDFC', 'HUDCO']",[],Buy,15,"['worldbank', 'nabard', 'bir', 'idbi', 'rfc', 'acdi-cida', 'md2', 'igc', 'rfconline', 'bom7', 'menf', 'undp', 'ap', 'mpfc', 'urban', 'idfc', 'energyhouse', 'fmo', 'vsnl', 'giasd101', 'mission']",,
327,EIL Annual PPT - FY 13-14 - May 2014 - Rev 2 - Final1.pdf,['Planning Commission'],['8858'],"['ONGC', 'HINDALCO', 'IOC', 'BPCL', 'PETRONET']",[],Buy,32,['Planning Commission'],,
328,BEML Ltd.pdf,['10'],['Ded'],['PEL'],[],,,['10'],,
329,eq_HAVELLS_upd9_10Jun2013.pdf,['crisil'],['clientservicing'],['CRISIL'],[],,,['crisil'],,
330,IWL- Consolidated -Published Results Format-30062014.pdf,['Others'],['Manoj Agrawal'],[],[],,,[],,
331,BoAML on Cummins.pdf,['baml'],['sanjaya.satapathy'],"['SRCM IN', 'DLFU IN', 'BJH IN', 'ABNL IN', 'SOBHA IN', 'MSS IN', 'GRASIM', 'CHMB IN', 'KKC IN', 'ACEM IN', 'ARCP IN', 'UT IN', 'GRASIM IN', 'SOBHA', 'DLF', 'BRCM IN', 'SINT IN', 'JSAW IN', 'SHRS IN', 'ACC IN', 'NFCL IN', 'SINTEX IN', 'ICEM IN', 'HDIL IN', 'HAVL IN', 'JETIN IN', 'HDIL', 'TTCH IN', 'WLCO IN', 'SJET IN', 'OBER IN', 'JPIN IN', 'ACE', 'IBREL IN', 'BRGD IN', 'UTCEM IN', 'ACC', 'CRIN IN', 'JI IN', 'OAXE IN', 'CCRI IN', 'VOLT IN', 'EXID IN', 'MDL', 'SINTEX', 'APIL IN', 'FORH IN']",[],Buy,8,['baml'],,
332,LAURUS-20180511-MOSL-RU-PG008.pdf,['motilaloswal'],"['Rajat.Srivastava', 'Tushar.Manudhane']",['LAURUS IN'],[],Buy,586,"['MotilalOswal', 'motilaloswal', 'Company']",,
333,Bajaj Finance Ltd - 1QFY19 RU - Quantum Sec (2).pdf,['qsmail'],['amit'],['BAF IN'],[],,,"['qsmail', 'BSE']",,
334,HSBC- Havells India Limited (HAVL IN) -eRrgrp-  Initiate at OW Lighting up the way.pdf,['hsbc'],"['Narkar , Ashutosh']","['APNT IN', 'BRGR IN', 'BJE IN', 'HAVL IN', 'HAVELLS', 'VOLT IN', 'KEI', 'SYML IN']",[],Sell,333,"['kr', 'hsbc', 'hsbcib', 'HSBC estimates']",,
335,INFO-20141205-MOSL-CU-PG010.pdf,['motilaloswal'],"['reports', 'kadambari.balachandran', 'Ashish.Chopra', 'Email:anosh.Koppikar', 'Siddharth.Vora']",['INFO IN'],[],,,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
336,Enam  - India Strategy - A Presentat.pdf,['enam'],"['sachins', 'nandan']","['ONGC', 'PNB', 'GSPL', 'ITC', 'BHEL', 'NTPC', 'GLOBAL', 'DLF', 'TCS', 'CHI', 'HDFC', 'ICICI', 'PFC', 'GAIL', 'IDFC', 'HDIL', 'OIL', 'SAIL', 'NMDC', 'ACC', 'ABB', 'BPCL']",['Canara Bank'],Buy,193,"['enam', 'Bloomberg; ENAM Research']",,
337,FCSA_Acc_report.pdf,['Others'],['NA'],[],[],,,[],,
338,ALSTOM India Ltd.pdf,['Others'],['NA'],[],[],,,[],,
339,India_Strategy_Rural_Safari_April18.pdf,['jmﬂ'],[None],"['M&M', 'TOTAL', 'LT', 'UPL', 'ABB']",['UPL Ltd.'],Sell,600,"['jmﬂ', 'JM Financial']",,
340,HDFC_20180109_0000.pdf,['morganstanley'],"['Subramanian.Iyer', 'Sumeet.Kariwala', 'Rahul.Gupta1', 'Anil.Agarwal']","['RBL', 'ICICI', 'PNB', 'TOTAL', 'IDFC', 'DHFL', 'HDFC']","['LIC Housing Finance Ltd.', 'Canara Bank', 'Edelweiss Financial Services Ltd.', 'Punjab National Bank']",Buy,425,"['morganstanley', 'Morgan Stanley Research (E) estimates.']",,
341,CEM-20160202-MOSL-SU-PG006.pdf,['motilaloswal'],"['kadambari.balachandran', 'Sandipan.Pal', 'aashumi.mehta', 'reports']",['INR IN'],[],Buy,2015,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
342,Indo Count Industries Ltd.pdf,['edelweissfin'],"['Sandeep.bhandari', 'Tanushree.rao']",['ICIL'],[],Buy,542,"['edelweissfin', 'Edel Invest Research']",,
343,Angel Broking - Ujjivan Financial Services Ltd. - IPO Note (SUBSCRIBE).pdf,['angelbroking'],"['siddharth.purohit', 'chintan.shah']","['CDSL', 'PSL']",[],,,"['angelbroking', 'Angel Research; Note']",,
344,theindiandefensemarket-istherespacefornorthamericancompanies-110202185211-phpapp02.pdf,['frost'],"['avizzone', 'akravetz', 'wayne.plucker', 'sarah.saatzer']",['HAL'],[],,,['frost'],,
345,20141016_Kitex-Garments-Limited_204_QuarterUpdate (2).pdf,['motilaloswal'],"['reports', 'kadambari.balachandran', 'Niket.Shah', 'Atul.Mehra', 'anosh.Koppikar']","['KTG IN', 'KITEX']",[],Buy,650,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
346,McKinsey- Digitizing oil and gas production.pdf,['Expert interviews, McKinsey analysis'],['NA'],[],[],,,['Expert interviews, McKinsey analysis']
347,ITDC_detail.pdf,['Others'],['Administrator'],[],[],,,[],,
348,"[Kotak] Technology, November 21, 2017.pdf",['kotak'],"['kotak.research', 'kawaljeet.saluja', 'jaykumar.doshi']",[],[],Buy,12,"['kotak', 'Kotak Institutional Equities']",,
349,Ambit- Thematic- Strategy - Banking sector report card.pdf,['ambit'],['Karan Khanna'],"['IIB IN', 'PNB', 'SBIN', 'ICICIBC IN', 'BOB IN', 'CBK IN', 'SBIN IN', 'HDFCB IN', 'KVB IN', 'CBOI IN', 'IDBI', 'ALBK', 'SNDB IN', 'HDFC', 'PNB IN', 'CRPBK IN', 'RBL', 'YES IN', 'ICICI', 'IOB', 'VJYBK IN', 'UNBK IN', 'KMB IN', 'FB IN', 'UCO IN', 'CUBK IN', 'IOB IN', 'BOI IN', 'RBK IN', 'ALBK IN', 'AXSB IN', 'ICICIBANK', 'HDFCBANK', 'IDBI IN', 'CUB', 'INBK IN']","['RBL Bank Ltd.', 'Corporation Bank', 'Syndicate Bank', 'Bank Of Baroda', 'Allahabad Bank', 'State Bank Of India', 'Punjab National Bank', 'Union Bank Of India', 'IDBI Bank Ltd.', 'Yes Bank Ltd.', 'Indian Overseas Bank', 'Central Bank Of India', 'Canara Bank', 'UCO Bank', 'Indian Bank']",Sell,2010,"['ambit', 'ambitamerica', 'Ambit Capital research']",,
350,AMP - 131122.pdf,['antiquelimited'],"['amitr', 'pratish.krishnan', 'digant.haria', 'sagar.lele', 'rahul.modi', 'dhirendra.tiwari']","['RECL IN', 'TBZ', 'IRB', 'ITC', 'IBREALEST', 'NTPC', 'MRPL', 'LT', 'TECHM IN', 'AUROPHARMA', 'HDFC', 'PWGR IN', 'LICHSGFIN', 'RELCAPITAL', 'ICICI', 'YESBANK', 'GAIL', 'BANKINDIA', 'OIL', 'UCOBANK', 'NMDC', 'ACC', 'NTPC IN', 'KEC', 'PTC', 'ABB', 'CESC', 'AXISBANK', 'IRB IN', 'TECHM']","['State Bank Of India', 'Infosys Ltd.']",Buy,,"['antiquelimited', 'Bloomberg']",,
351,Aviation_sector_IC_June16.pdf,['7x'],"['Rentals', 'ansuman.deb', 'Rentals ']","['FSC', 'ICICI', 'MRO', 'LT']",[],Sell,70,"['7x', 'icicisecurities', 'I-Sec research']",,
352,ds_value_28sep04.pdf,['ushasiam'],"['sen', 'dipaksen']",[],[],Buy,10,"['ushasiam', 'yahoo']",,
353,GIC Housing Finance - Company Update - Centrum 20022014.pdf.qk6z28q.pdf,['centrum'],"['investor.grievances', 'aalok.shah', 'compliance']","['GICHF IN', 'CDSL', 'MCX', 'HDFC']",[],Buy,140,"['centrum', 'Centrum Research Estimates']",,
354,HSBC- India Fertilizer - Takeaways from our meeting with key fertilizer participants.pdf,['hsbc'],"['puneetgulati', 'rajeshsingla', 'kmanish']",[],[],,,['hsbc'],,
355,Andrew Yule AR 2015 Annotated.pdf,['rediffmail'],['ay_secl'],"['OCL', 'TOTAL', 'SUMIT', 'LT']","['Andrew Yule & Company Ltd.', 'Allahabad Bank', 'United Bank of India']",,,['rediffmail'],,
356,mcx_123.pdf,['sparkcapital'],"['aishwariya', 'srivathsan']","['MCX', 'MCX IN']",[],Sell,760,['sparkcapital'],,
357,UBS strategt 2016.pdf,['ubs'],"['sanjena.dadawala', 'gautam.chhaochharia']",['ITC'],"['Nestle India Ltd.', 'Asian Paints Ltd.']",Buy,12,"['ubs', 'UBS estimates']",,
358,"Citi- Cadila Healthcare (CADI.BO) - Successful Moraiya Inspection- A Key Bottleneck Lifted, Focus Shifts to Execution.pdf",['citi'],"['vivek1.agrawal', 'prashant.nair']",[],[],Buy,12,['citi'],,
359,UBS Daily - 31 March 2014 (India Consumer- Godrej Consumer- United Spirits- Hindustan Unilever- Titan- ITC).pdf,['ubs'],"['N, Binoy']","['FSC', 'ICICI', 'GAIL', 'IDFC', 'ITC', 'HDFC', 'INFY', 'TI']","['Dabur India Ltd.', 'Bharti Airtel Ltd.', 'Asian Paints Ltd.', 'GAIL (India) Ltd.']",Buy,,"['ubs', 'ubssecurities', 'This is an extract from UBS research published on 28 March 2014']",,
360,GMO_QtlyLetter_2Q14.pdf,['GMO'],['NA'],[],[],,,['GMO'],,
361,Finolex Cables Ltd - AGM points _28-06-13_.pdf,['Others'],['NA'],['FCL'],[],,,[],,
362,annual_report2013.pdf,['linkintime'],['helpdesk'],"['DIGJAM', 'ICICI', 'STAN', 'SHREYAS', 'TOTAL', 'KDDL', 'CHI', 'HDFC']",['Shreyas Shipping & Logistics Ltd.'],Buy,2012,['linkintime'],,
363,Kwality_Q2 & H1 FY18 Results Table.pdf,['kwality'],['info'],['KWALITY'],[],,,['kwality'],,
364,EMConsumer-PineBridge.pdf,['pinebridge'],['info'],[],[],,,"['pinebridge', 'October 2012. Gross domestic product based on purchasing power parity (PPP) per capita GDP']",,
365,IncaseyoumisseditNA161216xe261733.pdf,['macquarie'],['christine.farkas'],"['BASF', 'GLOBAL']",[],Buy,10,['macquarie'],,
366,Havells India Q1FY13 Result Update.pdf,['emkayglobal'],"['pritesh.chheda', 'prashant.kutty']",[],['Emkay Global Financial Services Ltd.'],Buy,15,"['emkayglobal', 'Emkay Research']",,
367,Maize and Sugarcane GM crops and markets in Selected African Countries_2014.pdf,['frost'],"['Carolyn.Krynauw', 'Avril.Harvey', 'Mani.James']",['UCL'],[],Buy,130,"['frost', 'FAO Statistics Division; International Trade Centre;']",,
368,Ashok_Leyland_-_2QFY18_-_HDFC_sec.pdf,['hdfcsec'],"['sneha.prashant', 'abhishekkumar.jain']","['M&M', 'AL IN', 'TOTAL', 'LT', 'HDFC']",[],Sell,141,"['hdfcsec', 'HDFC sec Inst Research']",,
369,Cipla_Q1FY18_results.pdf,['icicisecurities'],"['vinay.bafna', 'Sriraam.rathi']","['CIPLA', 'ICICI']",[],Buy,479,"['icicisecurities', 'I-Sec research']",,
370,ALPM-20160729-MOSL-RU-PG010.pdf,['motilaloswal'],"['kadambari.balachandran', 'Varun.kumar']",['ALPM IN'],[],Buy,640,"['motilaloswal', 'MOSL']",,
371,Building Materials - Crude and USDINR double whammy.pdf,['jmfl'],"['achal.lohade', 'ruchir.jhunjhunwala', 'sunny.shah', 'jmfinancial.research', 'Manish.Agrawal', 'shrenik.bachhawat']",['ONGC'],[],Buy,76,"['jmfl', 'JM Financial']",,
372,ITC JMFIN.pdf,['jmfl'],"['ruchir.jhunjhunwala', 'sunny.shah', 'richard.liu', 'jmfinancial.research', 'vicky.punjabi']",['ITC'],[],Buy,340,"['jmfl', 'JM Financial. Note']",,
373,MEGH-CR-280416 - Final.pdf,['idbicapital'],"['umesh.patel', 'dealing']","['IDBI', 'UPL', 'DCM', 'MEGH']",['Meghmani Organics Ltd.'],Sell,305,"['idbicapital', 'Company; IDBI Capital Research']",,
374,IGL-20170811-MOSL-RU-PG008.pdf,['MotilalOswal'],"['Abhinil.Dahiwale', 'Swarnendu.Bhushan']","['IGL IN', 'GAIL', 'IGL']",[],Sell,49,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
375,EY-india-cost-of-capital-a-survey.pdf,['in'],"['parag.mehta', 'venkat.ketharaju', 'pradeep.gupta', 'navin.vohra']",['NH'],[],,,['in'],,
376,CYL-RR-210417.pdf,['idbicapital'],"['urmil.shah', 'dealing']","['CYL IN', 'IDBI']",['Cyient Ltd.'],Buy,598,"['idbicapital', 'Company; IDBI Capital Research']",,
377,CLSA - Greed & Fear (Subsidy focus)-25092014.pdf,['clsa'],['christopher.wood'],[],[],Buy,2014,"['clsa', 'CEIC Data']",,
378,Cheap+Coal+Does+Not+Benefit+The+Indian+People.pdf,['* TCI estimates and company input'],['oscar'],['TCI'],[],Sell,2000,['* TCI estimates and company input'],,
379,Cadila_Q2FY17_Result.pdf,['icicisecurities'],"['vinay.bafna', 'Sriraam.rathi']",['ICICI'],[],Buy,424,"['icicisecurities', 'I-Sec research']",,
380,MEDIA_-_Q1FY16_RESULT_PREVIEW-JUL-15-EDEL.pdf,['edelweissfin'],"['abneesh.roy', 'rajiv.berlia', 'nirav.sheth']","['DEN', 'PVR']",[],,,"['edelweissfin', 'Edelweiss research']",,
381,"HDFC sec- Cyient (4QFY17)-errclub- Good show, priced in. Maintain NEUTRAL.pdf",['hdfcsec'],"['apurva.prasad', 'amit.chandra']","['TOTAL', 'LT', 'CYL IN', 'HDFC', 'CYIENT']",[],Sell,540,"['hdfcsec', 'HDFC Sec Inst Research']",,
382,IoT_IBSG_0411FINAL.pdf,['cisco'],['devans'],[],[],,,"['cisco', 'April 2011']",,
383,EF-City Union Bank.pdf,['easternfin'],"['nandita', 'research', 'rajesh.agarwal', 'biswarup.chakraborty']","['TOTAL', 'CUB', 'CUBK IN']",[],Buy,500,['easternfin'],,
384,BPCL BofA ML.pdf,['baml'],"['akash.gupta2', 'vidyadhar.ginde']","['ONGC', 'CAIR IN', 'ONGC IN', 'HPCL IN', 'OINL IN', 'BPCL', 'RIL IN', 'PLNG IN', 'BPCL IN', 'IOC', 'IOCL IN']",[],Buy,7,"['baml', 'BofA Merrill Lynch Global Research']",,
385,Conference_Call_102355_20120807[1].pdf,['Others'],['admin'],[],[],,,[],,
386,Kotak Strategy_Foreign fund-flow tracker January 06 2016.pdf,['kotak'],['Saifullah.rais'],[],[],,12,"['kotak', 'Kotak Institutional Equities']",,
387,TMX-20170809-MOSL-RU-PG012.pdf,['MotilalOswal'],"['Ankur.VSharma', 'Amit.Shah']","['NTPC', 'TMX IN']",[],Sell,830,"['MotilalOswal', 'Company']",,
388,Global Economic Outlook 2014_Dec 2013.pdf,['sgcib'],[None],"['CHI', 'AUSTRAL', 'LT']",[],Buy,2014,"['mx', 'sgcib', 'kb', 'SG Cross Asset Research/Economics']",,
389,KNR Constructions Ltd Q1FY17 Result Update_BUY.pdf,['edelweissfin'],"['debashish.mazumdar', 'vinay.khattar']",[],[],Buy,755,['edelweissfin'],,
390,BJAUT-20150527-MOSL-DR-PG026.pdf,['motilaloswal'],"['reports', 'kadambari.balachandran', 'Jay.Shah', 'anosh.Koppikar', 'Jinesh']","['BJAUT IN', 'M&M']",[],Sell,47,"['MotilalOswal', 'motilaloswal', 'MOSL']",,
391,IDFC_-_COMPANY_UPDATE-SEP-14-EDEL.pdf,['edelweissfin'],['Kishore'],"['ICICI', 'IDFC', 'PSL', 'HDFC']","['Allahabad Bank', 'Punjab National Bank', 'Union Bank Of India', 'IDFC Ltd.', 'Oriental Bank Of Commerce']",Buy,181,"['edelweissfin', '40%', 'Edelweiss research']",,
392,Ambit Results Insights_19Jan2018.pdf,['ambit'],['Sharoz Hussain'],"['HDFCB IN', 'ITC', 'KMB IN', 'HCLT IN', 'ITC IN', 'JUBI IN', 'HDFC']",[],Sell,370,"['ambit', 'sageoneinvestments', 'Ambit Capital research']",,
393,20141020_Kewal-Kiran-Clothing-Ltd_IER_FirstCut_INE401H01017.pdf,['crisil'],"['clientservicing', 'sayan.sharma', 'mohit.modi']","['KKCL', 'CRISIL']",[],,,"['crisil', 'CRISIL Research estimates']",,
394,D1CB4357_3750_41CF_BEE2_3E721A43C4A6_115002.pdf,['inoxwind'],"['dheeraj.sood', 'contact']",[],[],,,['inoxwind'],,
395,CEAT_Investor Presentation_Q2FY14.pdf,['rpg'],['amit'],['SPECIALITY'],[],,,"['rpg', 'Internal Analysis']",,
396,measuringmedia.pdf,['Harmony Institute (2012c).'],['NA'],['LT'],[],,,['Harmony Institute (2012c).'],,
